brand_name,cuisine_tags,restaurant_rating,delivery_time,service_fee,minimum_order_amount,new_restaurant
"Bikanervala, Jumeirah Lakes Towers - JLT","['Desserts', 'Indian', 'Vegetarian']",OK,35,5,0,False
Monty By 1762,"['Arabic', 'Cafe']",NA,44,3,10,False
Magic Wok,"['Chinese', 'Seafood', 'Asian']",Good,45,5,25,False
The Meal Kit,"['Asian', 'Indian', 'International']",NA,45,5,20,False
Homey Chinese,['Chinese'],Very good,46,3,10,False
Mind Cafe & Restaurant,"['Healthy', 'Breakfast', 'Cafe']",Very good,45,0,50,False
Bait Al Karam mandi,['Mandi'],Very good,30,6,50,False
Happa Baby,"['Beverages', 'Breakfast', 'Healthy']",Amazing,47,7,10,False
Sachi Sushi & Morex,"['Healthy', 'Japanese', 'Seafood']",Amazing,47,7,10,False
Chinese Pepper,"['Chinese', 'Asian']",Very good,51,5,10,False
Twoone Caffe,"['Healthy', 'Italian', 'Pasta']",Amazing,47,5,10,False
Mamma's Pizza,"['Italian', 'Pizza']",OK,46,7,10,False
Sushi by Mantis,"['Asian', 'Japanese']",NA,48,5,10,False
Duck Donuts,"['Specialty', 'Store', 'Cafe', 'Desserts']",Very good,41,9,10,False
Terrazza By Alloro,"['Pizza', 'Italian']",NA,48,7,10,True
Bake My Day,"['Specialty', 'Store', 'Cakes', 'Desserts']",NA,50,7,10,False
MIM The Grill Factory,"['Grills', 'Lebanese', 'Arabic']",Very good,50,5,40,False
After Room Cafe & Restaurant,"['International', 'Arabic', 'Italian']",Good,47,7,10,False
The Acai Project,"['Healthy', 'Bowls', 'Breakfast']",Good,45,7,10,False
The Chinese Pavilion,"['Chinese', 'Seafood', 'Asian']",Very good,60,0,50,False
Ramses Cafe And Restaurant,"['Egyptian', 'International', 'Seafood']",Good,51,7,10,False
"Ferns N Petals, Al Quoz 1","['Desserts', 'International', 'Cafe']",OK,60,0,0,False
Bazerkan,"['Arabic', 'Lebanese', 'Emirati']",Good,56,9,10,False
"Russo`s New York Pizzeria, Al Barsha 3","['Italian', 'Pizza', 'Burgers']",OK,56,9,10,False
"Weekend, Jumeirah 1","['American', 'Burgers', 'Wings']",Good,60,9,10,False
Chacha Roti,"['Indian', 'Arabic', 'Healthy']",Very good,73,9,10,False
"Chalet Grill Plus Restaurant, Al Barsha 1","['Grills', 'Indian', 'Arabic']",Very good,56,9,10,False
Al Barshaa Darbar,"['Indian', 'Pakistani', 'Breakfast']",Very good,54,9,10,False
Noor Al Shandagha,"['Asian', 'Grills', 'Pakistani']",NA,81,9,10,False
Belly Bump Restaurant,"['Seafood', 'Asian', 'Burgers']",Very good,56,9,10,False
Griller Grill'O,"['Grills', 'Pizza', 'American']",Good,59,9,10,False
Chef Asia Restaurant,"['Asian', 'Grills', 'Thai']",OK,55,9,10,False
Best Mix for Sweets,"['Specialty', 'Store', 'Cakes', 'Desserts']",OK,56,9,10,False
Abu Jad,"['Shawarma', 'Doner', 'Burgers', 'Lebanese']",OK,54,9,10,False
Dynamic Grocer,"['Grocery', 'Convenience', 'Store']",OK,56,9,10,False
"Mashakeek, Al Barsha 1","['Arabic', 'Sandwiches']",Very good,58,9,10,False
Tomato Pizzeria Restaurant And Cafe L.L.C,"['Italian', 'Pizza', 'Beverages']",OK,61,9,10,False
Roxy Cinemas,"['Burgers', 'Snacks']",Good,50,7,10,False
Zor Restaurant,"['Grills', 'International']",Amazing,52,9,10,False
"Sweet Corners, Dubai Internet City - DIC","['Desserts', 'Cafe']",Very good,49,9,10,False
FLEXI KITCHEN FUSION,"['Burgers', 'Grills', 'Healthy']",Good,56,7,10,False
"Doner Kebab, Dubai Media City","['Turkish', 'Shawarma', 'Doner', 'Sandwiches']",Good,48,9,10,False
Charm Thai Restaurant,"['Thai', 'Asian']",Good,52,7,10,False
Casa Gelat,"['Beverages', 'Desserts', 'Italian']",NA,54,9,10,True
Cookies Village,"['Specialty', 'Store', 'Bakery', 'Desserts']",Amazing,54,9,10,True
Crepe & Breakfast,"['Breakfast', 'Desserts']",Good,49,7,10,False
Brick Lane,"['Indian', 'International', 'Asian']",Amazing,55,9,10,False
Chicken Cottage,"['Grills', 'Healthy', 'International']",Good,60,6,40,False
The Royal Budha,"['Thai', 'Asian']",OK,53,9,10,False
Nobu,"['Asian', 'Japanese']",OK,56,9,10,False
Hello Asia,"['Beverages', 'Seafood', 'Thai']",Very good,63,9,10,False
Project Kunafa Cafe,"['Lebanese', 'Sandwiches', 'Desserts']",Good,54,7,10,False
Kababi Restaurant ,['Iranian'],Good,58,9,10,False
The Moroccan,"['Arabic', 'Grills', 'Healthy']",Good,58,9,10,False
Casa Pons,"['Specialty', 'Store', 'Roastery']",Good,63,9,10,False
Damasco Restaurant,"['Arabic', 'Grills']",Good,67,9,10,False
Nene Chicken,['American'],Very good,66,9,10,False
Mr. Fish Restaurant,"['Seafood', 'Arabic']",Good,70,9,10,False
Shawarma Houzz Restaurant,"['Arabic', 'Shawarma', 'Doner', 'Sandwiches']",Very good,62,9,10,False
IZA Delights Restaurant,"['Arabic', 'Chinese', 'Indian']",Very good,64,9,10,False
Layali Al Barsha,"['Arabic', 'Grills', 'Sandwiches']",Good,58,9,10,False
Tent Jumeirah Restaurant,"['Emirati', 'Arabic', 'Grills']",Good,60,9,10,False
Tony Romas,"['American', 'Seafood']",OK,59,9,10,False
"Al Amoor Express, Al Barsha 1","['Egyptian', 'Arabic', 'Sandwiches']",Good,63,9,10,False
La Patrona,"['Mexican', 'Vegetarian']",Very good,71,9,10,False
Buffalo Wild Wings,"['Burgers', 'Desserts', 'American']",Good,62,9,10,False
Abu Ahmed Express,"['Arabic', 'Grills', 'Lebanese']",NA,59,9,10,False
Yummy In My Tummy,"['Healthy', 'Breakfast', 'Desserts']",NA,55,9,10,True
The Burger Stop X The Sweetie Shop,"['Beverages', 'Burgers', 'Fast', 'Food']",Amazing,58,9,10,False
Karak,"['Specialty', 'Store', 'Roastery']",NA,54,9,10,False
Tranzeet Burger,"['Burgers', 'Fast', 'Food', 'American']",NA,57,9,10,False
Don Gogo's Pizza,"['Pizza', 'Italian']",Very good,55,9,10,False
Persis Land,"['Italian', 'International', 'Grills']",NA,80,9,10,False
Hawa Beirut,"['Arabic', 'Grills']",Good,60,9,10,False
Elegant Flowers,['Flowers'],NA,60,10,200,False
Litalia Restaurant,"['Italian', 'Pizza', 'American']",Very good,56,9,10,False
Ayamak Cafe,"['Cafe', 'Desserts', 'Sandwiches']",OK,55,9,10,False
Kulfilicious,"['Indian', 'Desserts']",OK,58,9,10,False
25 55 Burger,"['Burgers', 'Desserts']",OK,53,9,10,False
"Feras Al Diyafa Sweets, Al Barsha 1","['Specialty', 'Store', 'Bakery', 'Desserts']",Very good,50,9,10,False
Allo Beirut,"['Arabic', 'Lebanese', 'Sandwiches']",Very good,55,9,10,False
Anar,['Iranian'],Very good,64,9,10,False
Bon Chikin Bon Bon,"['Asian', 'Wings']",OK,63,9,10,False
Just Combos,"['Arabic', 'Asian', 'International']",OK,70,9,10,False
"Harrods, Al Barsha 3","['Mexican', 'Sandwiches', 'Burgers']",Very good,59,9,10,False
Fereej Al Ain Traditional restaurant,"['Arabic', 'Mandi', 'Emirati']",Good,53,9,10,False
HOT SPOT CAFETERIA,"['Burgers', 'Sandwiches', 'Shawarma', 'Doner']",Good,55,9,10,False
Fit Guru,"['Healthy', 'Sandwiches']",OK,60,9,10,False
Duby's Cafe,"['Breakfast', 'Italian', 'American']",OK,61,9,10,False
Organic Grocery,"['Grocery', 'Convenience', 'Store']",OK,64,9,10,False
